school_id,school_name,school_city,school_state,team_id,team_full_name,team_school_count,team_group_id,team_group_name,team_group_description,funder,connection_status,address,city,state,county,zipcode,latitude,longitude,database_school_name,database_state_name,lea_name,school_status,data_year,school_year,match_type,has_address_data
340075403181,Peoples Preparatory Charter School,Newark,NJ,hJ25mqF388NTRU5u7Das,BRICK Education Network,3,AiiT0SJ3Pga39qPJP79x,Charter School Growth Fund (All),Has access to all schools funded by CSGF,Charter School Growth Fund,fully_connected,321 Bergen Street Room 211,Newark,NJ,Essex County,7103.0,40.7349368,-74.1954666,Peoples Preparatory Charter School,NEW JERSEY,Peoples Preparatory Charter School,active,2023,2023-2024,direct,True
120048008966,Becoming Collegiate Academy,JACKSONVILLE,FL,bQxyTWgI1rWoZp2QldvU,Becoming Collegiate Academy,1,AiiT0SJ3Pga39qPJP79x,Charter School Growth Fund (All),Has access to all schools funded by CSGF,Charter School Growth Fund,fully_connected,5258-03 NORWOOD AVE,JACKSONVILLE,FL,Duval County,32208.0,30.3730837,-81.6656782,BECOMING COLLEGIATE ACADEMY,FLORIDA,DUVAL,active,2023,2023-2024,direct,True
490002301060,Beehive Science & Technology Academy,SANDY,UT,ZoLm83vFUQdY43XpVFX3,Beehive Science and Technology Academy,2,AiiT0SJ3Pga39qPJP79x,Charter School Growth Fund (All),Has access to all schools funded by CSGF,Charter School Growth Fund,fully_connected,2165 East 9400 South,SANDY,UT,Salt Lake County,84093.0,40.5817807,-111.8298433,Beehive Science & Technology Academy,UTAH,Beehive Science & Technology Academy,active,2023,2023-2024,direct,True
490002301570,Beehive Science & Technology Academy Elementary,SANDY,UT,ZoLm83vFUQdY43XpVFX3,Beehive Science and Technology Academy,2,AiiT0SJ3Pga39qPJP79x,Charter School Growth Fund (All),Has access to all schools funded by CSGF,Charter School Growth Fund,fully_connected,2165 East 9400 South,SANDY,UT,Salt Lake County,84093.0,40.5817807,-111.8298433,Beehive Science & Technology Academy Elementary,UTAH,Beehive Science & Technology Academy,active,2023,2023-2024,direct,True
480144613188-hs,Beta Academy Charter School 6-12,HOUSTON,TX,Mr13CHnoEmBV9JM3ezcu,Beta Academy,4,AiiT0SJ3Pga39qPJP79x,Charter School Growth Fund (All),Has access to all schools funded by CSGF,Charter School Growth Fund,fully_connected,10929 ALMEDA GENOA RD,HOUSTON,TX,Harris County,77034.0,29.6244485,-95.2192221,BETA ACADEMY,TEXAS,BETA ACADEMY,active,2023,2023-2024,suffix_mapped,True
480144614073-es,Beta Academy Charter School PK-5,HOUSTON,TX,Mr13CHnoEmBV9JM3ezcu,Beta Academy,4,AiiT0SJ3Pga39qPJP79x,Charter School Growth Fund (All),Has access to all schools funded by CSGF,Charter School Growth Fund,fully_connected,9701 ALMEDA GENOA RD,HOUSTON,TX,Harris County,77075.0,29.6291865,-95.2434713,BETA ACADEMY,TEXAS,BETA ACADEMY,active,2023,2023-2024,suffix_mapped,True
440001500473,Blackstone Valley Prep,Cumberland,RI,8ryFGJIqgajfK4FLMLxb,Blackstone Valley Prep Mayoral Academy,6,AiiT0SJ3Pga39qPJP79x,Charter School Growth Fund (All),Has access to all schools funded by CSGF,Charter School Growth Fund,fully_connected,291 Broad Street,Cumberland,RI,Providence County,2864.0,41.9060765,-71.392318,Blackstone Valley Prep,RHODE ISLAND,Blackstone Valley Prep  A RI Mayoral Academy,active,2023,2023-2024,direct,True
440001500475,Blackstone Valley Prep,Central Falls,RI,8ryFGJIqgajfK4FLMLxb,Blackstone Valley Prep Mayoral Academy,6,AiiT0SJ3Pga39qPJP79x,Charter School Growth Fund (All),Has access to all schools funded by CSGF,Charter School Growth Fund,fully_connected,909 Lonsdale,Central Falls,RI,Providence County,2863.0,41.8900157,-71.4019452,Blackstone Valley Prep Jr High,RHODE ISLAND,Blackstone Valley Prep  A RI Mayoral Academy,active,2023,2023-2024,direct,True
440001500480,Blackstone Valley Prep E. 2,Cumberland,RI,8ryFGJIqgajfK4FLMLxb,Blackstone Valley Prep Mayoral Academy,6,AiiT0SJ3Pga39qPJP79x,Charter School Growth Fund (All),Has access to all schools funded by CSGF,Charter School Growth Fund,fully_connected,52 Broad St.,Cumberland,RI,Providence County,2864.0,41.9009208,-71.3914874,Blackstone Valley Prep E. 2,RHODE ISLAND,Blackstone Valley Prep  A RI Mayoral Academy,active,2023,2023-2024,direct,True
440001500496,Blackstone Valley Prep Element,Cumberland,RI,8ryFGJIqgajfK4FLMLxb,Blackstone Valley Prep Mayoral Academy,6,AiiT0SJ3Pga39qPJP79x,Charter School Growth Fund (All),Has access to all schools funded by CSGF,Charter School Growth Fund,fully_connected,3357 Mendon Rd.,Cumberland,RI,Providence County,2864.0,41.9782156,-71.45817540000002,Blackstone Valley Prep Element,RHODE ISLAND,Blackstone Valley Prep  A RI Mayoral Academy,active,2023,2023-2024,direct,True
440001500488,Blackstone Valley Prep High,Cumberland,RI,8ryFGJIqgajfK4FLMLxb,Blackstone Valley Prep Mayoral Academy,6,AiiT0SJ3Pga39qPJP79x,Charter School Growth Fund (All),Has access to all schools funded by CSGF,Charter School Growth Fund,fully_connected,65 Macondray St.,Cumberland,RI,Providence County,2864.0,41.9032123,-71.3936895,Blackstone Valley Prep High,RHODE ISLAND,Blackstone Valley Prep  A RI Mayoral Academy,active,2023,2023-2024,direct,True
440001500513,Blackstone Valley Prep Mid2,Lincoln,RI,8ryFGJIqgajfK4FLMLxb,Blackstone Valley Prep Mayoral Academy,6,AiiT0SJ3Pga39qPJP79x,Charter School Growth Fund (All),Has access to all schools funded by CSGF,Charter School Growth Fund,fully_connected,3 Fairlawn Way,Lincoln,RI,Providence County,2865.0,41.886289,-71.416156,Blackstone Valley Prep Upper E,RHODE ISLAND,Blackstone Valley Prep  A RI Mayoral Academy,active,2023,2023-2024,direct,True
480141013818-es,Bob Hope Elementary School - Beaumont,BEAUMONT,TX,QxDyiOaR7828dWUPo6vH,Bob Hope Schools,7,AiiT0SJ3Pga39qPJP79x,Charter School Growth Fund (All),Has access to all schools funded by CSGF,Charter School Growth Fund,fully_connected,7720 PARK N AVE,BEAUMONT,TX,Jefferson County,77708.0,30.1469809,-94.1715902,BOB HOPE SCHOOL BEAUMONT,TEXAS,BOB HOPE SCHOOL,active,2023,2023-2024,suffix_mapped,True
480141013465-es,Bob Hope Elementary School - Port Arthur,PORT ARTHUR,TX,QxDyiOaR7828dWUPo6vH,Bob Hope Schools,7,AiiT0SJ3Pga39qPJP79x,Charter School Growth Fund (All),Has access to all schools funded by CSGF,Charter School Growth Fund,fully_connected,4301 32ND ST,PORT ARTHUR,TX,Jefferson County,77642.0,29.9253455,-93.9289273,BOB HOPE SCHOOL - EL CAMPUS,TEXAS,BOB HOPE SCHOOL,active,2023,2023-2024,suffix_mapped,True
480141014096,Bob Hope H S,PORT ARTHUR,TX,QxDyiOaR7828dWUPo6vH,Bob Hope Schools,7,AiiT0SJ3Pga39qPJP79x,Charter School Growth Fund (All),Has access to all schools funded by CSGF,Charter School Growth Fund,fully_connected,4545 HWY 73,PORT ARTHUR,TX,Jefferson County,77642.0,29.9344997,-93.9390834,BOB HOPE H S,TEXAS,BOB HOPE SCHOOL,active,2023,2023-2024,direct,True
480141012450-ms,Bob Hope Middle School,PORT ARTHUR,TX,QxDyiOaR7828dWUPo6vH,Bob Hope Schools,7,AiiT0SJ3Pga39qPJP79x,Charter School Growth Fund (All),Has access to all schools funded by CSGF,Charter School Growth Fund,fully_connected,2849 9TH AVE,PORT ARTHUR,TX,Jefferson County,77642.0,29.9147444,-93.9316782,BOB HOPE SCHOOL,TEXAS,BOB HOPE SCHOOL,active,2023,2023-2024,suffix_mapped,True
010020802503,Breakthrough Charter School,Marion,AL,R850OvCxi8mzPeoGMgnq,Breakthrough Charter School (Alabama),1,AiiT0SJ3Pga39qPJP79x,Charter School Growth Fund (All),Has access to all schools funded by CSGF,Charter School Growth Fund,fully_connected,1101 Washington Street,Marion,AL,Perry County,36756.0,32.6231843,-87.32277649999999,Breakthrough Charter School,ALABAMA,Breakthrough Charter School,active,2023,2023-2024,direct,True
390157005844,Citizens Academy Southeast,Cleveland,OH,jlXpAnLwj3v7Op4qfvfF,Breakthrough Charter Schools (Ohio),5,AiiT0SJ3Pga39qPJP79x,Charter School Growth Fund (All),Has access to all schools funded by CSGF,Charter School Growth Fund,fully_connected,15700 Lotus Dr,Cleveland,OH,Cuyahoga County,44128.0,41.44565540000001,-81.57065380000002,Citizens Academy Southeast,OHIO,Citizens Academy Southeast,active,2023,2023-2024,direct,True
390159405904,Citizens Leadership Academy East,Cleveland,OH,jlXpAnLwj3v7Op4qfvfF,Breakthrough Charter Schools (Ohio),5,AiiT0SJ3Pga39qPJP79x,Charter School Growth Fund (All),Has access to all schools funded by CSGF,Charter School Growth Fund,fully_connected,12523 Woodside Ave,Cleveland,OH,Cuyahoga County,44108.0,41.5364803,-81.59613709999999,Citizens Leadership Academy East,OHIO,Citizens Leadership Academy East,active,2023,2023-2024,direct,True
390136805528,Village Preparatory School Cliffs,Cleveland,OH,jlXpAnLwj3v7Op4qfvfF,Breakthrough Charter Schools (Ohio),5,AiiT0SJ3Pga39qPJP79x,Charter School Growth Fund (All),Has access to all schools funded by CSGF,Charter School Growth Fund,fully_connected,1417 E 36th St,Cleveland,OH,Cuyahoga County,44114.0,41.51353599999999,-81.66649129999999,Village Preparatory School Cliffs,OHIO,Village Preparatory School Cliffs,active,2023,2023-2024,direct,True
390158105885,Village Preparatory School Willard,Cleveland,OH,jlXpAnLwj3v7Op4qfvfF,Breakthrough Charter Schools (Ohio),5,AiiT0SJ3Pga39qPJP79x,Charter School Growth Fund (All),Has access to all schools funded by CSGF,Charter School Growth Fund,fully_connected,9401 Willard Ave,Cleveland,OH,Cuyahoga County,44102.0,41.4709498,-81.7481069,Village Preparatory School Willard,OHIO,Village Preparatory School Willard,active,2023,2023-2024,direct,True
390150505720,Village Preparatory School Woodland Hills,Cleveland,OH,jlXpAnLwj3v7Op4qfvfF,Breakthrough Charter Schools (Ohio),5,AiiT0SJ3Pga39qPJP79x,Charter School Growth Fund (All),Has access to all schools funded by CSGF,Charter School Growth Fund,fully_connected,9201 Crane Ave,Cleveland,OH,Cuyahoga County,44105.0,41.4628979,-81.6222015,Village Preparatory School Woodland Hills,OHIO,Village Preparatory School Woodland Hills,active,2023,2023-2024,direct,True
060172114422-es,Rise Kohyang Elementary School,Los Angeles,CA,qsPjY6geWhL3D8woiD52,Bright Star Schools,9,AiiT0SJ3Pga39qPJP79x,Charter School Growth Fund (All),Has access to all schools funded by CSGF,Charter School Growth Fund,fully_connected,600 South La Fayette Park Pl. 1st Fl.,Los Angeles,CA,Los Angeles County,90057.0,34.0623998,-118.2821251,Rise Kohyang Elementary,CALIFORNIA,Rise Kohyang Elementary District,active,2023,2023-2024,suffix_mapped,True
060194613974-hs,Rise Kohyang High School,Los Angeles,CA,qsPjY6geWhL3D8woiD52,Bright Star Schools,9,AiiT0SJ3Pga39qPJP79x,Charter School Growth Fund (All),Has access to all schools funded by CSGF,Charter School Growth Fund,fully_connected,600 South Lafayette Park Pl. Third Fl.,Los Angeles,CA,Los Angeles County,90057.0,34.0623998,-118.2821251,Rise Kohyang High,CALIFORNIA,Rise Kohyang High District,active,2023,2023-2024,suffix_mapped,True
060172312852-ms,Rise Kohyang Middle School,Los Angeles,CA,qsPjY6geWhL3D8woiD52,Bright Star Schools,9,AiiT0SJ3Pga39qPJP79x,Charter School Growth Fund (All),Has access to all schools funded by CSGF,Charter School Growth Fund,fully_connected,3020 Wilshire Blvd. 2nd Fl.,Los Angeles,CA,Los Angeles County,90013.0,34.0610336,-118.2870225,Rise Kohyang Middle,CALIFORNIA,Rise Kohyang Middle District,active,2023,2023-2024,suffix_mapped,True
060232214281-es,Stella Elementary Charter Academy,Los Angeles,CA,qsPjY6geWhL3D8woiD52,Bright Star Schools,9,AiiT0SJ3Pga39qPJP79x,Charter School Growth Fund (All),Has access to all schools funded by CSGF,Charter School Growth Fund,fully_connected,2636 S. Mansfield Ave.,Los Angeles,CA,Los Angeles County,90016.0,34.0315603,-118.3523587,Stella Elementary Charter Academy,CALIFORNIA,Stella Elementary Charter Academy District,active,2023,2023-2024,suffix_mapped,True
060153211665-hs,Stella High Charter Academy,Los Angeles,CA,qsPjY6geWhL3D8woiD52,Bright Star Schools,9,AiiT0SJ3Pga39qPJP79x,Charter School Growth Fund (All),Has access to all schools funded by CSGF,Charter School Growth Fund,fully_connected,1600 W. Imperial Hwy.,Los Angeles,CA,Los Angeles County,90047.0,33.9284953,-118.3065559,Stella High Charter Academy,CALIFORNIA,Stella High Charter Academy District,active,2023,2023-2024,suffix_mapped,True
060188911361-ms,Stella Middle Charter Academy,Los Angeles,CA,qsPjY6geWhL3D8woiD52,Bright Star Schools,9,AiiT0SJ3Pga39qPJP79x,Charter School Growth Fund (All),Has access to all schools funded by CSGF,Charter School Growth Fund,fully_connected,4301 West MLK Blvd.,Los Angeles,CA,Los Angeles County,90016.0,34.0171358,-118.3440417,Stella Middle Charter Academy,CALIFORNIA,Stella Middle Charter Academy District,active,2023,2023-2024,suffix_mapped,True
060152913966-es,Valor Academy Elementary School,Arleta,CA,qsPjY6geWhL3D8woiD52,Bright Star Schools,9,AiiT0SJ3Pga39qPJP79x,Charter School Growth Fund (All),Has access to all schools funded by CSGF,Charter School Growth Fund,fully_connected,8755 Woodman Ave.,Arleta,CA,Los Angeles County,91331.0,34.2291337,-118.4360478,Valor Academy Elementary,CALIFORNIA,Valor Academy Elementary District,active,2023,2023-2024,suffix_mapped,True
060178913564-hs,Valor Academy High School,North Hills,CA,qsPjY6geWhL3D8woiD52,Bright Star Schools,9,AiiT0SJ3Pga39qPJP79x,Charter School Growth Fund (All),Has access to all schools funded by CSGF,Charter School Growth Fund,fully_connected,9356 Lemona Ave.,North Hills,CA,Los Angeles County,91343.0,34.2407019,-118.4585434,Valor Academy High,CALIFORNIA,Valor Academy High District,active,2023,2023-2024,suffix_mapped,True
060167912510-ms,Valor Academy Middle School,North Hills,CA,qsPjY6geWhL3D8woiD52,Bright Star Schools,9,AiiT0SJ3Pga39qPJP79x,Charter School Growth Fund (All),Has access to all schools funded by CSGF,Charter School Growth Fund,fully_connected,9034 Burnet Ave.,North Hills,CA,Los Angeles County,91343.0,34.234842,-118.4627182,Valor Academy Middle,CALIFORNIA,Valor Academy Middle District,active,2023,2023-2024,suffix_mapped,True
360122106719,Brilla Caritas Charter School,BRONX,NY,oDVj3la8XHIQ4Y26umpO,Brilla College Preparatory Charter School,8,AiiT0SJ3Pga39qPJP79x,Charter School Growth Fund (All),Has access to all schools funded by CSGF,Charter School Growth Fund,fully_connected,2336 ANDREWS AVE,BRONX,NY,Bronx County,10468.0,40.8619254,-73.90661229999999,BRILLA CARITAS CHARTER SCHOOL,NEW YORK,BRILLA CARITAS CHARTER SCHOOL,active,2023,2023-2024,direct,True
360110806384-es,Brilla College Prep Elementary School,Bronx,NY,oDVj3la8XHIQ4Y26umpO,Brilla College Preparatory Charter School,8,AiiT0SJ3Pga39qPJP79x,Charter School Growth Fund (All),Has access to all schools funded by CSGF,Charter School Growth Fund,fully_connected,413 East 144th Street,Bronx,NY,Bronx,10454,40.8128881,-73.9192377,Brilla College Prep Elementary School,NEW YORK,BRILLA COLLEGE PREPARATORY CHARTER SCHOOL,active,2023,2023-2024,direct,True
360110806384-ms,Brilla College Prep Middle School,Bronx,NY,oDVj3la8XHIQ4Y26umpO,Brilla College Preparatory Charter School,8,AiiT0SJ3Pga39qPJP79x,Charter School Growth Fund (All),Has access to all schools funded by CSGF,Charter School Growth Fund,fully_connected,222 Alexander Avenue,Bronx,NY,Bronx,10454,40.8095557,-73.92524039999999,Brilla College Prep Middle School,NEW YORK,BRILLA COLLEGE PREPARATORY CHARTER SCHOOL,active,2023,2023-2024,direct,True
360122206720,Brilla Pax Charter School,BRONX,NY,oDVj3la8XHIQ4Y26umpO,Brilla College Preparatory Charter School,8,AiiT0SJ3Pga39qPJP79x,Charter School Growth Fund (All),Has access to all schools funded by CSGF,Charter School Growth Fund,fully_connected,2336 ANDREWS AVE,BRONX,NY,Bronx County,10468.0,40.8619254,-73.90661229999999,BRILLA PAX CHARTER SCHOOL,NEW YORK,BRILLA PAX CHARTER SCHOOL,active,2023,2023-2024,direct,True
360116506617-es,Brilla Veritas Elementary School,Bronx,NY,oDVj3la8XHIQ4Y26umpO,Brilla College Preparatory Charter School,8,AiiT0SJ3Pga39qPJP79x,Charter School Growth Fund (All),Has access to all schools funded by CSGF,Charter School Growth Fund,fully_connected,600 East 156th Street,Bronx,NY,Bronx,10455,40.8187222,-73.909482,Brilla Veritas Elementary School,NEW YORK,BRILLA VERITAS CHARTER SCHOOL,active,2023,2023-2024,direct,True
360116506617-ms,Brilla Veritas Middle School,Bronx,NY,oDVj3la8XHIQ4Y26umpO,Brilla College Preparatory Charter School,8,AiiT0SJ3Pga39qPJP79x,Charter School Growth Fund (All),Has access to all schools funded by CSGF,Charter School Growth Fund,fully_connected,500 Courtlandt Avenue,Bronx,NY,Bronx,10455,40.8153463,-73.919862,Brilla Veritas Middle School,NEW YORK,BRILLA VERITAS CHARTER SCHOOL,active,2023,2023-2024,direct,True
480147514084,Brillante Academy,MISSION,TX,JWj5WrZNkKkIaaDMdqij,Brillante Academy,1,AiiT0SJ3Pga39qPJP79x,Charter School Growth Fund (All),Has access to all schools funded by CSGF,Charter School Growth Fund,fully_connected,706 N LOS EBANOS RD,MISSION,TX,Hidalgo County,78572.0,26.2142746,-98.3420144,BRILLANTE ACADEMY,TEXAS,BRILLANTE ACADEMY,active,2023,2023-2024,direct,True
360010505602,Buffalo Academy of Science Charter School,BUFFALO,NY,bpx3emgkfSJzQJYQrpN4,Buffalo Academy of Science,3,AiiT0SJ3Pga39qPJP79x,Charter School Growth Fund (All),Has access to all schools funded by CSGF,Charter School Growth Fund,fully_connected,190 FRANKLIN ST,BUFFALO,NY,Erie County,14202.0,42.8884731,-78.8761158,BUFFALO ACADEMY OF SCIENCE CHARTER SCHOOL,NEW YORK,BUFFALO ACADEMY OF SCIENCE CHARTER SCHOOL,active,2023,2023-2024,direct,True
360121606709,Buffalo Academy of Science Charter School Ii,BUFFALO,NY,bpx3emgkfSJzQJYQrpN4,Buffalo Academy of Science,3,AiiT0SJ3Pga39qPJP79x,Charter School Growth Fund (All),Has access to all schools funded by CSGF,Charter School Growth Fund,fully_connected,335 DOAT ST,BUFFALO,NY,Erie County,14211.0,42.9087443,-78.8089183,BUFFALO ACADEMY OF SCIENCE CHARTER SCHOOL II,NEW YORK,BUFFALO ACADEMY OF SCIENCE CHARTER SCHOOL II,active,2023,2023-2024,direct,True
368096506748,Rochester Academy of Science Charter School,ROCHESTER,NY,bpx3emgkfSJzQJYQrpN4,Buffalo Academy of Science,3,AiiT0SJ3Pga39qPJP79x,Charter School Growth Fund (All),Has access to all schools funded by CSGF,Charter School Growth Fund,fully_connected,545 HUMBOLDT ST,ROCHESTER,NY,Monroe County,14610.0,43.1529667,-77.5540604,ROCHESTER ACADEMY OF SCIENCE CHARTER SCHOOL,NEW YORK,ROCHESTER ACADEMY OF SCIENCE CHARTER SCHOOL,active,2023,2023-2024,direct,True
450390101737,Butler Academy,Hartsville,SC,ncY125ZJo7A2S6MiA5J5,Butler Academy,1,AiiT0SJ3Pga39qPJP79x,Charter School Growth Fund (All),Has access to all schools funded by CSGF,Charter School Growth Fund,fully_connected,710 South 5th Street,Hartsville,SC,Darlington County,29550.0,34.3656636,-80.0705174,Butler Academy,SOUTH CAROLINA,SC Public Charter School District,active,2023,2023-2024,direct,True
069114314674,Capital College & Career Academy,Sacramento,CA,mTvB3shR5HmBNc9VGI7v,Capital College & Career Academy,1,AiiT0SJ3Pga39qPJP79x,Charter School Growth Fund (All),Has access to all schools funded by CSGF,Charter School Growth Fund,fully_connected,501 Arden Way,Sacramento,CA,Sacramento County,95815.0,38.6067507,-121.4550224,Capital College & Career Academy,CALIFORNIA,Capital College & Career Academy District,active,2023,2023-2024,direct,True
470014702295,Cornerstone Prep - Lester Campus,Memphis,TN,ICMUNu1y02AYvKypWgK5,Capstone Education Group,3,AiiT0SJ3Pga39qPJP79x,Charter School Growth Fund (All),Has access to all schools funded by CSGF,Charter School Growth Fund,fully_connected,320 Carpenter ST,Memphis,TN,Shelby County,38112.0,35.1411746,-89.963385,Cornerstone Prep - Lester Campus,TENNESSEE,Achievement School District,active,2023,2023-2024,direct,True
470015701046,Cornerstone Prep Denver Campus,Memphis,TN,ICMUNu1y02AYvKypWgK5,Capstone Education Group,3,AiiT0SJ3Pga39qPJP79x,Charter School Growth Fund (All),Has access to all schools funded by CSGF,Charter School Growth Fund,fully_connected,1940 Frayser BLVD,Memphis,TN,Shelby County,38127.0,35.2177592,-89.9974256,Cornerstone Prep Denver Campus,TENNESSEE,Tennessee Public Charter School Commission,active,2023,2023-2024,direct,True
470015710445,Cornerstone Prep School,Memphis,TN,ICMUNu1y02AYvKypWgK5,Capstone Education Group,3,AiiT0SJ3Pga39qPJP79x,Charter School Growth Fund (All),Has access to all schools funded by CSGF,Charter School Growth Fund,fully_connected,5221 Cottonwood RD,Memphis,TN,Shelby County,38118.0,35.0682133,-89.8897568,Cornerstone Prep School,TENNESSEE,Tennessee Public Charter School Commission,active,2023,2023-2024,direct,True
550960002755,Carmen High School of Science and Technology South Campus,Milwaukee,WI,StS5oMaFQie0cQJT8R1h,Carmen Schools of Science and Technology,6,AiiT0SJ3Pga39qPJP79x,Charter School Growth Fund (All),Has access to all schools funded by CSGF,Charter School Growth Fund,fully_connected,1712 S 32nd St,Milwaukee,WI,Milwaukee County,53215.0,43.0120298,-87.95359130000001,Carmen High School of Science and Technology South Campus,WISCONSIN,Milwaukee School District,active,2023,2023-2024,direct,True
550960003054-hs,Carmen High School of Science and Technology: Southeast,Milwaukee,WI,StS5oMaFQie0cQJT8R1h,Carmen Schools of Science and Technology,6,AiiT0SJ3Pga39qPJP79x,Charter School Growth Fund (All),Has access to all schools funded by CSGF,Charter School Growth Fund,fully_connected,2500 W Oklahoma Ave,Milwaukee,WI,Milwaukee County,53215.0,42.9892843,-87.9457043,Carmen Hi Southeast Campus,WISCONSIN,Milwaukee School District,active,2023,2023-2024,suffix_mapped,True
550960002980,Carmen Mid/hi Northwest Campus,Milwaukee,WI,StS5oMaFQie0cQJT8R1h,Carmen Schools of Science and Technology,6,AiiT0SJ3Pga39qPJP79x,Charter School Growth Fund (All),Has access to all schools funded by CSGF,Charter School Growth Fund,fully_connected,5496 N 72nd St,Milwaukee,WI,Milwaukee County,53218.0,43.118256,-88.00022949999999,Carmen Mid/Hi Northwest Campus,WISCONSIN,Milwaukee School District,active,2023,2023-2024,direct,True
550007603157,Carmen Middle School South,Milwaukee,WI,StS5oMaFQie0cQJT8R1h,Carmen Schools of Science and Technology,6,AiiT0SJ3Pga39qPJP79x,Charter School Growth Fund (All),Has access to all schools funded by CSGF,Charter School Growth Fund,fully_connected,2433 S 15th St,Milwaukee,WI,Milwaukee County,53215.0,43.0003312,-87.9315653,Carmen Middle School South,WISCONSIN,Carmen High School of Science and Technology Inc,active,2023,2023-2024,direct,True
550007603046,Stellar Collegiate Charter School,Milwaukee,WI,StS5oMaFQie0cQJT8R1h,Carmen Schools of Science and Technology,6,AiiT0SJ3Pga39qPJP79x,Charter School Growth Fund (All),Has access to all schools funded by CSGF,Charter School Growth Fund,fully_connected,2431 S 10th St,Milwaukee,WI,Milwaukee County,53215.0,43.0005444,-87.92526199999999,Stellar Collegiate Charter School,WISCONSIN,Carmen High School of Science and Technology Inc,active,2023,2023-2024,direct,True
530034703723,Catalyst Public Schools,Bremerton,WA,DFvuX6ZWz5ayc1Ffxoyj,Catalyst Public Schools,1,AiiT0SJ3Pga39qPJP79x,Charter School Growth Fund (All),Has access to all schools funded by CSGF,Charter School Growth Fund,fully_connected,1305 Ironsides Ave,Bremerton,WA,Kitsap County,98310.0,47.5722815,-122.6122116,Catalyst Public Schools,WASHINGTON,Catalyst Public Schools,active,2023,2023-2024,direct,True
360105606317,Central Queens Academy Charter School,ELMHURST,NY,GWc68EVzCQkuCS6Svwrq,Central Queens Academy Charter School,1,AiiT0SJ3Pga39qPJP79x,Charter School Growth Fund (All),Has access to all schools funded by CSGF,Charter School Growth Fund,fully_connected,88-14 JUSTICE AVE,ELMHURST,NY,Queens County,11373.0,40.7366953,-73.8751798,CENTRAL QUEENS ACADEMY CHARTER SCHOOL,NEW YORK,CENTRAL QUEENS ACADEMY CHARTER SCHOOL,active,2023,2023-2024,direct,True
470159002211,Chattanooga Girls Leadership Academy,Chattanooga,TN,OAWZW0b1S0EcPHqqancc,Chattanooga Girls Leadership Academy,2,AiiT0SJ3Pga39qPJP79x,Charter School Growth Fund (All),Has access to all schools funded by CSGF,Charter School Growth Fund,fully_connected,1802 Bailey AVE,Chattanooga,TN,Hamilton County,37404.0,35.0335468,-85.277057,Chattanooga Girls Leadership Academy,TENNESSEE,Hamilton County,active,2023,2023-2024,direct,True
470159002652,Montessori Elementary at Highland Park,Chattanooga,TN,OAWZW0b1S0EcPHqqancc,Chattanooga Girls Leadership Academy,2,AiiT0SJ3Pga39qPJP79x,Charter School Growth Fund (All),Has access to all schools funded by CSGF,Charter School Growth Fund,fully_connected,700 S. Hawthorne ST,Chattanooga,TN,Hamilton County,37404.0,35.0326416,-85.2777005,Montessori Elementary at Highland Park,TENNESSEE,Hamilton County,active,2023,2023-2024,direct,True
060218613088-es,Citizens of the World - Mar Vista,Los Angeles,CA,aOTaxI98eayyek9Vzp1S,Citizens of the World,9,AiiT0SJ3Pga39qPJP79x,Charter School Growth Fund (All),Has access to all schools funded by CSGF,Charter School Growth Fund,fully_connected,11561 Gateway Boulevard,Los Angeles,CA,Los Angeles,90064,34.0319541,-118.4426471,Citizens of the World - Mar Vista,CALIFORNIA,Citizens of the World Charter School Mar Vista District,active,2023,2023-2024,direct,True
060218613088-ms,Citizens of the World - Mar Vista Upper,Los Angeles,CA,aOTaxI98eayyek9Vzp1S,Citizens of the World,9,AiiT0SJ3Pga39qPJP79x,Charter School Growth Fund (All),Has access to all schools funded by CSGF,Charter School Growth Fund,fully_connected,11561 Gateway Boulevard,Los Angeles,CA,Los Angeles,90064,34.0319541,-118.4426471,Citizens of the World - Mar Vista Upper,CALIFORNIA,Citizens of the World Charter School Mar Vista District,active,2023,2023-2024,direct,True
060227013114-es,Citizens of the World - Silver Lake,Los Angeles,CA,aOTaxI98eayyek9Vzp1S,Citizens of the World,9,AiiT0SJ3Pga39qPJP79x,Charter School Growth Fund (All),Has access to all schools funded by CSGF,Charter School Growth Fund,fully_connected,2305 Beverly Boulevard,Los Angeles,CA,Los Angeles,90057,34.06799,-118.27297,Citizens of the World - Silver Lake,CALIFORNIA,Citizens of the World Charter School Silver Lake District,active,2023,2023-2024,direct,True
060227013114-ms,Citizens of the World - Silver Lake Upper,Los Angeles,CA,aOTaxI98eayyek9Vzp1S,Citizens of the World,9,AiiT0SJ3Pga39qPJP79x,Charter School Growth Fund (All),Has access to all schools funded by CSGF,Charter School Growth Fund,fully_connected,1511 Micheltorena Street,Los Angeles,CA,Los Angeles,90026,34.0893079,-118.2754841,Citizens of the World - Silver Lake Upper,CALIFORNIA,Citizens of the World Charter School Silver Lake District,active,2023,2023-2024,direct,True
060256714582,Citizens of the World Charter School East Valley,Valley Village,CA,aOTaxI98eayyek9Vzp1S,Citizens of the World,9,AiiT0SJ3Pga39qPJP79x,Charter School Growth Fund (All),Has access to all schools funded by CSGF,Charter School Growth Fund,fully_connected,12020 Burbank Blvd.,Valley Village,CA,Los Angeles County,91607.0,34.1713208,-118.395664,Citizens of the World Charter School East Valley,CALIFORNIA,Citizens of the World Charter School East Valley District,active,2023,2023-2024,direct,True
